2021 Next Generation MCAS Achievement Results ,,,,,,,,,,,,,,,,,
District Name,District Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP
Innovation Academy Charter (District),04350000,SCI,          67,40,          10,6,          57,34,          73,44,          26,16,         166,94,     494.1,,
Ipswich,01440000,ELA,         413,55,          67,9,         346,46,         269,36,          64,9,         746,99,     501.9,          32.3,         468
Ipswich,01440000,MATH,         271,36,          28,4,         243,33,         385,52,          89,12,         745,99,     494.4,          27.7,         467
Ipswich,01440000,SCI,         132,53,          32,13,         100,40,         101,40,          18,7,         251,98,     502.8,,
KIPP Academy Boston Charter School (District),04630000,ELA,          80,23,           2,1,          78,22,         185,52,          89,25,         354,87,     483.8,          26.3,         215
KIPP Academy Boston Charter School (District),04630000,MATH,          36,10,           2,1,          34,10,         172,49,         144,41,         352,86,     475.0,          20.0,         214
KIPP Academy Boston Charter School (District),04630000,SCI,           8,10,           0,0,           8,10,          38,45,          38,45,          84,74,     472.9,,
KIPP Academy Lynn Charter (District),04290000,ELA,         162,38,          15,4,         147,35,         195,46,          67,16,         424,57,     491.9,          24.8,         216
KIPP Academy Lynn Charter (District),04290000,MATH,         101,24,           6,1,          95,23,         216,51,         104,25,         421,56,     484.3,          18.8,         213
KIPP Academy Lynn Charter (District),04290000,SCI,          26,29,           4,4,          22,24,          47,52,          17,19,          90,38,     490.0,,
King Philip,06900000,ELA,         416,56,          71,10,         345,47,         262,35,          61,8,         739,99,     502.9,          39.3,         703
King Philip,06900000,MATH,         277,38,          26,4,         251,34,         395,54,          63,9,         735,98,     495.2,          26.6,         699
King Philip,06900000,SCI,         151,49,          20,6,         131,43,         133,43,          24,8,         308,99,     499.5,,
Kingston,01450000,ELA,         330,55,          52,9,         278,46,         225,37,          47,8,         602,99,     501.0,          36.5,         296
Kingston,01450000,MATH,         208,34,          12,2,         196,32,         311,51,          86,14,         605,99,     491.5,          28.5,         298
Kingston,01450000,SCI,          86,53,          11,7,          75,46,          50,31,          26,16,         162,99,     499.2,,
Lawrence,01490000,ELA,"       1,131",18,         102,2,"       1,029",16,"       2,717",43,"       2,506",39,"       6,354",98,     478.0,          27.8,"       3,567"
Lawrence,01490000,MATH,         624,10,          31,0,         593,9,"       2,745",43,"       2,995",47,"       6,364",98,     472.4,          23.9,"       3,581"
Lawrence,01490000,SCI,         250,15,          16,1,         234,14,         715,44,         666,41,"       1,631",97,     477.4,,
Lawrence Family Development Charter (District),04540000,ELA,         209,45,          26,6,         183,39,         223,48,          35,7,         467,99,     498.3,          36.4,         303
Lawrence Family Development Charter (District),04540000,MATH,          88,19,           7,1,          81,17,         286,61,          93,20,         467,99,     484.5,          26.1,         303
Lawrence Family Development Charter (District),04540000,SCI,          64,42,           6,4,          58,38,          76,50,          12,8,         152,98,     496.5,,
Learning First Charter Public School (District),04860000,ELA,         107,25,           8,2,          99,23,         212,49,         112,26,         431,97,     485.3,          36.7,         277
Learning First Charter Public School (District),04860000,MATH,          48,11,           1,0,          47,11,         191,45,         188,44,         427,96,     474.8,          36.0,         276
Learning First Charter Public School (District),04860000,SCI,          20,15,           0,0,          20,15,          72,55,          38,29,         130,96,     482.1,,
Lee,01500000,ELA,         124,43,          18,6,         106,37,         130,45,          36,12,         290,99,     495.7,          36.3,         172
Lee,01500000,MATH,          77,27,           4,1,          73,25,         150,52,          63,22,         290,99,     486.7,          30.9,         171
Lee,01500000,SCI,          33,35,           6,6,          27,29,          47,50,          14,15,          94,100,     493.2,,
Leicester,01510000,ELA,         239,38,          15,2,         224,36,         276,44,         113,18,         628,97,     492.3,          39.4,         393
Leicester,01510000,MATH,         152,24,          14,2,         138,22,         333,53,         141,23,         626,97,     486.4,          36.5,         392
Leicester,01510000,SCI,          81,43,           8,4,          73,39,          85,45,          23,12,         189,97,     496.7,,
Lenox,01520000,ELA,         203,63,          38,12,         165,51,         103,32,          17,5,         323,98,     505.4,          36.2,         204
Lenox,01520000,MATH,         138,43,          17,5,         121,38,         147,46,          34,11,         319,97,     496.3,          24.6,         200
Lenox,01520000,SCI,          46,48,           5,5,          41,43,          45,47,           4,4,          95,96,     499.3,,
Leominster,01530000,ELA,         948,35,          97,4,         851,32,"       1,162",44,         561,21,"       2,671",97,     490.7,          30.9,"       1,617"
Leominster,01530000,MATH,         584,22,          44,2,         540,20,"       1,325",50,         766,29,"       2,675",98,     483.5,          21.5,"       1,613"
Leominster,01530000,SCI,         245,33,          30,4,         215,29,         345,46,         154,21,         744,97,     490.3,,
Leverett,01540000,ELA,          34,56,           7,11,          27,44,          24,39,           3,5,          61,88,     503.3,          31.6,          27
Leverett,01540000,MATH,          23,37,           2,3,          21,33,          32,51,           8,13,          63,91,     492.6,          39.5,          28
Leverett,01540000,SCI,           7,54,           1,8,           6,46,           6,46,           0,0,          13,100,     503.8,,
Lexington,01550000,ELA,"       2,480",75,         730,22,"       1,750",53,         666,20,         141,4,"       3,287",97,     514.4,          48.2,"       1,985"
Lexington,01550000,MATH,"       2,363",72,         822,25,"       1,541",47,         734,22,         195,6,"       3,292",97,     513.4,          44.4,"       1,994"
Lexington,01550000,SCI,         754,73,         225,22,         529,51,         237,23,          47,5,"       1,038",95,     512.8,,
Libertas Academy Charter School (District),35140000,ELA,          54,21,           3,1,          51,20,         102,40,          96,38,         252,99,     479.7,          36.4,         200
Libertas Academy Charter School (District),35140000,MATH,          38,15,           2,1,          36,14,         124,50,          88,35,         250,98,     478.2,          32.4,         201
Libertas Academy Charter School (District),35140000,SCI,           3,7,           0,0,           3,7,          27,64,          12,29,          42,100,     477.8,,
Lincoln,01570000,ELA,         379,61,          77,12,         302,49,         197,32,          41,7,         617,98,     505.4,          52.4,         281
Lincoln,01570000,MATH,         296,49,          57,9,         239,39,         242,40,          71,12,         609,98,     499.0,          41.0,         277
Lincoln,01570000,SCI,          85,52,          16,10,          69,43,          60,37,          17,10,         162,94,     501.9,,
Littleton,01580000,ELA,         436,60,          77,11,         359,50,         236,33,          51,7,         723,94,     503.8,          38.4,         446
Littleton,01580000,MATH,         328,45,          63,9,         265,37,         312,43,          85,12,         725,94,     497.5,          39.4,         449
Littleton,01580000,SCI,         118,56,          21,10,          97,46,          80,38,          12,6,         210,86,     503.8,,
Longmeadow,01590000,ELA,         793,64,         150,12,         643,52,         360,29,          86,7,"       1,239",98,     506.5,          38.0,         776
Longmeadow,01590000,MATH,         573,46,          85,7,         488,40,         552,45,         110,9,"       1,235",97,     498.4,          28.4,         774
Longmeadow,01590000,SCI,         217,55,          46,12,         171,44,         144,37,          30,8,         391,98,     503.2,,
Lowell,01600000,ELA,"       1,633",27,         212,3,"       1,421",23,"       2,647",43,"       1,876",30,"       6,156",89,     484.7,          26.1,"       3,707"
Lowell,01600000,MATH,"       1,134",18,         100,2,"       1,034",17,"       2,854",47,"       2,148",35,"       6,136",88,     480.1,          24.8,"       3,693"
Lowell,01600000,SCI,         259,16,          25,2,         234,15,         736,46,         608,38,"       1,603",86,     478.9,,
Lowell Community Charter Public (District),04560000,ELA,         236,49,          50,10,         186,39,         197,41,          45,9,         478,100,     499.3,          39.2,         306
Lowell Community Charter Public (District),04560000,MATH,         153,32,           8,2,         145,30,         229,48,          96,20,         478,100,     489.3,          24.9,         306
Lowell Community Charter Public (District),04560000,SCI,          52,39,           8,6,          44,33,          61,46,          20,15,         133,100,     492.4,,
Ludlow,01610000,ELA,         336,33,          24,2,         312,31,         517,51,         157,16,"       1,010",95,     491.2,          30.2,         672
Ludlow,01610000,MATH,         251,25,          21,2,         230,23,         564,56,         194,19,"       1,009",95,     487.0,          28.8,         672
Ludlow,01610000,SCI,          95,30,           8,3,          87,28,         166,53,          55,17,         316,92,     490.1,,
Lunenburg,01620000,ELA,         367,50,          50,7,         317,44,         287,39,          74,10,         728,100,     499.2,          44.6,         479
Lunenburg,01620000,MATH,         267,37,          22,3,         245,34,         366,50,          95,13,         728,100,     492.9,          33.3,         478
Lunenburg,01620000,SCI,         129,55,          23,10,         106,45,          92,39,          15,6,         236,100,     502.8,,
Lynn,01630000,ELA,"       1,608",24,         117,2,"       1,491",22,"       3,213",47,"       2,011",29,"       6,832",96,     483.6,          28.1,"       3,893"
Lynn,01630000,MATH,         854,13,          41,1,         813,12,"       3,101",45,"       2,864",42,"       6,819",96,     475.5,          19.8,"       3,899"
Lynn,01630000,SCI,         369,21,          36,2,         333,19,         817,46,         586,33,"       1,772",93,     482.4,,
Lynnfield,01640000,ELA,         725,70,         162,16,         563,54,         280,27,          34,3,"       1,039",99,     510.6,          40.2,         653
Lynnfield,01640000,MATH,         604,58,         100,10,         504,49,         384,37,          49,5,"       1,037",99,     504.6,          30.3,         650
Lynnfield,01640000,SCI,         221,63,          50,14,         171,49,         105,30,          26,7,         352,99,     506.3,,
Malden,01650000,ELA,"       1,137",41,         176,6,         961,34,"       1,114",40,         551,20,"       2,802",98,     493.3,          37.8,"       1,657"
Malden,01650000,MATH,         684,24,          77,3,         607,22,"       1,282",46,         839,30,"       2,805",98,     483.6,          30.4,"       1,658"
Malden,01650000,SCI,         196,26,          26,3,         170,23,         368,49,         186,25,         750,98,     486.9,,
Manchester Essex Regional,06980000,ELA,         363,63,          66,12,         297,52,         165,29,          45,8,         573,97,     505.2,          32.8,         378
Manchester Essex Regional,06980000,MATH,         296,52,          42,7,         254,44,         226,40,          49,9,         571,97,     500.0,          32.6,         374
Manchester Essex Regional,06980000,SCI,         104,59,          21,12,          83,47,          55,31,          16,9,         175,93,     503.5,,
Mansfield,01670000,ELA,         939,60,         120,8,         819,52,         501,32,         129,8,"       1,569",99,     502.8,          41.1,"       1,018"
Mansfield,01670000,MATH,         801,51,         116,7,         685,44,         604,39,         158,10,"       1,563",99,     499.9,          38.8,"       1,012"
Mansfield,01670000,SCI,         256,50,          33,6,         223,44,         199,39,          53,10,         508,98,     499.5,,
Marblehead,01680000,ELA,         792,64,         131,11,         661,54,         350,28,          88,7,"       1,230",99,     506.1,          47.4,         779
Marblehead,01680000,MATH,         687,56,          90,7,         597,49,         439,36,         104,8,"       1,230",99,     501.9,          46.6,         780
Marblehead,01680000,SCI,         271,62,          57,13,         214,49,         132,30,          36,8,         439,99,     505.3,,
Marblehead Community Charter Public (District),04640000,ELA,          99,47,          12,6,          87,41,          84,40,          27,13,         210,100,     497.1,          33.8,         130
Marblehead Community Charter Public (District),04640000,MATH,          72,34,          10,5,          62,30,         115,55,          23,11,         210,100,     494.2,          33.4,         129
Marblehead Community Charter Public (District),04640000,SCI,          32,44,           6,8,          26,36,          28,39,          12,17,          72,99,     496.2,,
Marion,01690000,ELA,         131,57,          22,10,         109,47,          87,38,          13,6,         231,100,     502.4,          34.0,         117
Marion,01690000,MATH,         101,44,          12,5,          89,39,         101,44,          29,13,         231,100,     496.4,          38.5,         116
Marion,01690000,SCI,          36,57,           9,14,          27,43,          19,30,           8,13,          63,100,     502.8,,
Marlborough,01700000,ELA,         741,33,         105,5,         636,28,         980,43,         543,24,"       2,264",99,     488.4,          30.5,"       1,292"
Marlborough,01700000,MATH,         488,21,          39,2,         449,20,"       1,115",49,         669,29,"       2,272",99,     482.1,          28.3,"       1,293"
Marlborough,01700000,SCI,         220,32,          31,4,         189,27,         293,42,         182,26,         695,99,     487.4,,
Marshfield,01710000,ELA,"       1,085",65,         250,15,         835,50,         479,29,         109,7,"       1,673",95,     507.9,          37.3,"       1,056"
Marshfield,01710000,MATH,         832,50,          78,5,         754,45,         684,41,         145,9,"       1,661",95,     499.0,          29.6,"       1,052"
Marshfield,01710000,SCI,         328,58,          56,10,         272,48,         208,37,          25,4,         561,96,     504.4,,
Martha's Vineyard Charter (District),04660000,ELA,          50,59,          12,14,          38,45,          29,34,           6,7,          85,89,     504.8,          43.0,          58
Martha's Vineyard Charter (District),04660000,MATH,          21,26,           2,3,          19,24,          50,63,           9,11,          80,83,     488.9,          26.7,          53
Martha's Vineyard Charter (District),04660000,SCI,          15,52,           5,17,          10,34,          12,41,           2,7,          29,81,     503.3,,
Martin Luther King Jr. Charter School of Excellence (District),04920000,ELA,          44,25,           1,1,          43,24,          97,55,          35,20,         176,99,     485.7,          18.7,          57
Martin Luther King Jr. Charter School of Excellence (District),04920000,MATH,          16,9,           2,1,          14,8,          78,45,          81,46,         175,99,     471.1,           9.9,          58
Martin Luther King Jr. Charter School of Excellence (District),04920000,SCI,          16,29,           1,2,          15,27,          33,59,           7,13,          56,97,     489.0,,
Masconomet,07050000,ELA,         340,59,          47,8,         293,51,         196,34,          44,8,         580,98,     503.8,          39.0,         554
Masconomet,07050000,MATH,         280,48,          39,7,         241,42,         256,44,          42,7,         578,98,     499.7,          31.0,         550
Masconomet,07050000,SCI,         125,56,          17,8,         108,48,          82,37,          16,7,         223,96,     502.6,,
Mashpee,01720000,ELA,         314,47,          48,7,         266,40,         265,40,          85,13,         664,95,     497.2,          37.6,         426
Mashpee,01720000,MATH,         195,29,          26,4,         169,25,         334,50,         134,20,         663,95,     488.4,          24.3,         425
Mashpee,01720000,SCI,         107,45,          16,7,          91,38,          97,41,          33,14,         237,92,     496.3,,
Match Charter Public School (District),04690000,ELA,         144,28,          10,2,         134,26,         256,50,         115,22,         515,91,     486.8,          28.5,         312
Match Charter Public School (District),04690000,MATH,          56,10,           1,0,          55,10,         289,54,         194,36,         539,95,     476.2,          21.2,         332
Match Charter Public School (District),04690000,SCI,          31,22,           1,1,          30,22,          78,56,          30,22,         139,98,     483.9,,
Mattapoisett,01730000,ELA,         162,72,          30,13,         132,59,          54,24,           9,4,         225,100,     509.6,          53.4,         108
Mattapoisett,01730000,MATH,         127,56,          16,7,         111,49,          89,40,           9,4,         225,100,     501.3,          48.9,         107
Mattapoisett,01730000,SCI,          46,77,           7,12,          39,65,          14,23,           0,0,          60,100,     511.9,,
Maynard,01740000,ELA,         254,47,          28,5,         226,42,         216,40,          68,13,         538,95,     496.9,          38.4,         322
Maynard,01740000,MATH,         151,28,          13,2,         138,26,         281,52,         108,20,         540,96,     487.9,          32.5,         321
Maynard,01740000,SCI,          93,51,          17,9,          76,42,          72,40,          16,9,         181,95,     498.9,,
Medfield,01750000,ELA,         825,73,         162,14,         663,59,         268,24,          35,3,"       1,128",98,     510.1,          41.7,         717
Medfield,01750000,MATH,         660,59,         102,9,         558,50,         408,36,          56,5,"       1,124",97,     503.7,          33.0,         713
Medfield,01750000,SCI,         270,71,          55,15,         215,57,          94,25,          15,4,         379,97,     509.2,,
Medford,01760000,ELA,         695,45,         111,7,         584,38,         606,39,         245,16,"       1,546",87,     496.5,          40.5,         897
Medford,01760000,MATH,         409,26,          47,3,         362,23,         758,49,         382,25,"       1,549",87,     486.2,          32.6,         899
Medford,01760000,SCI,         154,34,          27,6,         127,28,         200,45,          93,21,         447,88,     490.9,,
Medway,01770000,ELA,         594,62,         110,11,         484,50,         293,31,          72,8,         959,97,     504.9,          38.2,         637
Medway,01770000,MATH,         488,51,          76,8,         412,43,         396,41,          72,8,         956,97,     500.4,          31.4,         635
Medway,01770000,SCI,         163,51,          30,9,         133,42,         134,42,          23,7,         320,97,     500.9,,
Melrose,01780000,ELA,"       1,055",63,         267,16,         788,47,         507,30,         117,7,"       1,679",97,     506.9,          37.8,         999
Melrose,01780000,MATH,         867,52,         159,10,         708,42,         620,37,         186,11,"       1,673",96,     499.8,          32.1,         995
Melrose,01780000,SCI,         271,54,          53,11,         218,44,         183,37,          47,9,         501,96,     501.6,,
Mendon-Upton,07100000,ELA,         516,50,          67,7,         449,44,         397,39,         109,11,"       1,022",99,     499.1,          32.4,         669
Mendon-Upton,07100000,MATH,         319,31,          18,2,         301,29,         547,54,         155,15,"       1,021",99,     490.4,          23.1,         669
Mendon-Upton,07100000,SCI,         178,52,          25,7,         153,44,         143,42,          23,7,         344,99,     500.6,,
Methuen,01810000,ELA,"       1,205",38,         156,5,"       1,049",33,"       1,358",43,         596,19,"       3,159",98,     492.5,          36.3,"       1,929"
Methuen,01810000,MATH,         735,23,          87,3,         648,21,"       1,513",48,         906,29,"       3,154",98,     483.7,          28.1,"       1,928"
Methuen,01810000,SCI,         307,31,          33,3,         274,28,         461,47,         220,22,         988,98,     489.0,,
Middleborough,01820000,ELA,         568,43,          68,5,         500,38,         531,40,         214,16,"       1,313",92,     495.0,          36.3,         835
Middleborough,01820000,MATH,         479,37,          41,3,         438,33,         642,49,         191,15,"       1,312",92,     492.9,          32.4,         829
Middleborough,01820000,SCI,         184,45,          24,6,         160,39,         171,42,          53,13,         408,92,     497.2,,
Middleton,01840000,ELA,         217,65,          48,14,         169,50,         100,30,          18,5,         335,99,     507.1,          38.7,         156
Middleton,01840000,MATH,         177,53,          30,9,         147,44,         125,37,          34,10,         336,99,     500.7,          41.7,         157
Middleton,01840000,SCI,          48,59,           8,10,          40,49,          27,33,           7,9,          82,100,     504.7,,
Milford,01850000,ELA,         777,39,         129,6,         648,33,         807,41,         402,20,"       1,986",99,     492.2,          38.3,"       1,152"
Milford,01850000,MATH,         458,23,          38,2,         420,21,         989,50,         545,27,"       1,992",99,     484.0,          25.6,"       1,156"
Milford,01850000,SCI,         205,35,          24,4,         181,31,         266,45,         117,20,         588,97,     490.4,,
Millbury,01860000,ELA,         324,44,          35,5,         289,39,         301,41,         111,15,         736,99,     495.0,          31.3,         494
Millbury,01860000,MATH,         241,33,          24,3,         217,29,         373,51,         123,17,         737,99,     490.5,          37.5,         496
Millbury,01860000,SCI,         113,43,          17,6,          96,36,         117,44,          34,13,         264,100,     495.7,,
Millis,01870000,ELA,         320,60,          62,12,         258,48,         176,33,          39,7,         535,98,     504.7,          45.0,         335
Millis,01870000,MATH,         245,46,          22,4,         223,42,         248,46,          42,8,         535,98,     497.3,          30.7,         338
Millis,01870000,SCI,          76,45,          14,8,          62,37,          78,46,          14,8,         168,97,     498.9,,
Milton,01890000,ELA,"       1,334",65,         266,13,"       1,068",52,         601,29,         126,6,"       2,061",98,     506.9,          37.4,"       1,214"
Milton,01890000,MATH,"       1,044",51,         147,7,         897,44,         830,40,         188,9,"       2,062",98,     499.9,          27.9,"       1,216"
Milton,01890000,SCI,         382,62,          73,12,         309,50,         191,31,          41,7,         614,97,     505.8,,
Mohawk Trail,07170000,ELA,         128,43,          13,4,         115,38,         136,45,          37,12,         301,80,     495.4,          35.4,         179
Mohawk Trail,07170000,MATH,          69,23,           4,1,          65,22,         163,55,          66,22,         298,79,     485.9,          22.3,         177
Mohawk Trail,07170000,SCI,          33,39,           2,2,          31,37,          39,46,          12,14,          84,65,     493.4,,
Monomoy Regional School District,07120000,ELA,         436,51,          67,8,         369,43,         327,39,          86,10,         849,93,     500.6,          36.4,         520
Monomoy Regional School District,07120000,MATH,         379,45,          44,5,         335,40,         351,42,         115,14,         845,93,     496.1,          41.2,         516
Monomoy Regional School District,07120000,SCI,         147,51,          20,7,         127,44,         116,40,          24,8,         287,87,     501.2,,
Monson,01910000,ELA,         176,44,          23,6,         153,39,         162,41,          59,15,         397,98,     496.3,          30.2,         250
Monson,01910000,MATH,          75,19,           1,0,          74,19,         224,56,          98,25,         397,98,     482.7,          23.0,         248
Monson,01910000,SCI,          51,43,           4,3,          47,40,          52,44,          15,13,         118,99,     495.1,,
Mount Greylock,07150000,ELA,         328,69,          69,14,         259,54,         116,24,          32,7,         476,98,     507.5,          42.3,         295
Mount Greylock,07150000,MATH,         262,55,          48,10,         214,45,         176,37,          38,8,         476,98,     503.3,          39.3,         296
Mount Greylock,07150000,SCI,          83,54,          15,10,          68,44,          57,37,          14,9,         154,97,     502.0,,
Mystic Valley Regional Charter (District),04700000,ELA,         502,65,         114,15,         388,50,         245,32,          26,3,         773,99,     508.0,          46.4,         484
Mystic Valley Regional Charter (District),04700000,MATH,         439,57,          73,9,         366,48,         287,37,          44,6,         770,99,     503.7,          44.3,         480
Mystic Valley Regional Charter (District),04700000,SCI,         104,48,          10,5,          94,43,          97,44,          17,8,         218,99,     497.1,,
Nahant,01960000,ELA,          42,60,           8,11,          34,49,          24,34,           4,6,          70,97,     504.6,          25.2,          32
Nahant,01960000,MATH,          28,40,           5,7,          23,33,          33,47,           9,13,          70,97,     495.6,          31.4,          32
Nahant,01960000,SCI,           7,44,           1,6,           6,38,           6,38,           3,19,          16,84,     497.3,,
Nantucket,01970000,ELA,         276,38,          35,5,         241,33,         333,46,         118,16,         727,99,     492.8,          40.3,         436
Nantucket,01970000,MATH,         140,19,          11,2,         129,18,         403,56,         182,25,         725,99,     483.3,          31.3,         433
Nantucket,01970000,SCI,          91,38,           9,4,          82,35,         116,49,          30,13,         237,98,     493.3,,
Narragansett,07200000,ELA,         226,34,          17,3,         209,31,         331,49,         113,17,         670,99,     490.8,          34.2,         429
Narragansett,07200000,MATH,         153,23,          11,2,         142,21,         380,57,         139,21,         672,99,     486.3,          32.7,         431
Narragansett,07200000,SCI,          80,40,           8,4,          72,36,          91,45,          30,15,         201,98,     494.0,,
Nashoba,07250000,ELA,         959,66,         209,14,         750,52,         419,29,          74,5,"       1,452",99,     508.3,          39.1,         946
Nashoba,07250000,MATH,         770,53,         104,7,         666,46,         586,40,          98,7,"       1,454",99,     501.5,          35.0,         948
Nashoba,07250000,SCI,         296,64,          62,13,         234,51,         148,32,          18,4,         462,100,     507.4,,
Natick,01980000,ELA,"       1,614",65,         349,14,"       1,265",51,         692,28,         170,7,"       2,476",99,     507.5,          43.4,"       1,584"
Natick,01980000,MATH,"       1,336",54,         232,9,"       1,104",45,         943,38,         195,8,"       2,474",99,     502.0,          37.6,"       1,582"
Natick,01980000,SCI,         533,67,         105,13,         428,54,         209,26,          53,7,         795,99,     507.2,,
Nauset,06600000,ELA,         236,47,          36,7,         200,39,         208,41,          63,12,         507,88,     499.1,          33.1,         453
Nauset,06600000,MATH,         172,34,           9,2,         163,32,         270,53,          63,12,         505,87,     492.3,          25.8,         449
Nauset,06600000,SCI,          55,37,          11,7,          44,30,          79,54,          13,9,         147,79,     495.3,,
Needham,01990000,ELA,"       1,829",72,         447,17,"       1,382",54,         602,24,         125,5,"       2,556",97,     511.1,          48.5,"       1,567"
Needham,01990000,MATH,"       1,582",62,         328,13,"       1,254",49,         780,31,         192,8,"       2,554",97,     505.7,          48.5,"       1,565"
Needham,01990000,SCI,         526,62,         134,16,         392,47,         271,32,          45,5,         842,97,     507.2,,
Neighborhood House Charter (District),04440000,ELA,         111,30,          13,4,          98,27,         174,48,          81,22,         366,96,     489.3,          34.0,         248
Neighborhood House Charter (District),04440000,MATH,          67,18,           2,1,          65,18,         197,53,         106,29,         370,97,     481.8,          32.9,         253
Neighborhood House Charter (District),04440000,SCI,          19,18,           0,0,          19,18,          59,56,          27,26,         105,95,     484.3,,
New Bedford,02010000,ELA,"       1,710",29,         169,3,"       1,541",26,"       2,660",45,"       1,537",26,"       5,907",94,     486.5,          28.2,"       3,213"
New Bedford,02010000,MATH,"       1,017",17,          89,2,         928,16,"       2,808",48,"       2,066",35,"       5,891",93,     479.3,          21.5,"       3,199"
New Bedford,02010000,SCI,         319,20,          25,2,         294,18,         779,48,         512,32,"       1,610",89,     481.6,,
New Heights Charter School of Brockton (District),35130000,ELA,          97,28,           5,1,          92,26,         165,47,          90,26,         352,98,     485.8,          37.0,         301
New Heights Charter School of Brockton (District),35130000,MATH,          46,13,           2,1,          44,12,         210,59,         102,28,         358,100,     479.4,          27.3,         308
New Heights Charter School of Brockton (District),35130000,SCI,          18,25,           0,0,          18,25,          38,52,          17,23,          73,100,     483.9,,
New Salem-Wendell,07280000,ELA,          29,48,           7,11,          22,36,          28,46,           4,7,          61,91,     499.0,          35.6,          27
New Salem-Wendell,07280000,MATH,          28,51,           1,2,          27,49,          24,44,           3,5,          55,82,     497.4,          56.5,          20
New Salem-Wendell,07280000,SCI,           5,33,           0,0,           5,33,           7,47,           3,20,          15,88,     491.1,,
Newburyport,02040000,ELA,         530,59,          84,9,         446,49,         304,34,          68,8,         902,98,     503.5,          41.1,         586
Newburyport,02040000,MATH,         387,43,          31,3,         356,40,         421,47,          92,10,         900,98,     496.1,          36.9,         585
Newburyport,02040000,SCI,         147,50,          12,4,         135,46,         124,42,          24,8,         295,98,     499.0,,
Newton,02070000,ELA,"       3,797",70,         932,17,"       2,865",53,"       1,303",24,         292,5,"       5,392",96,     510.5,          45.5,"       3,345"
Newton,02070000,MATH,"       3,244",60,         729,14,"       2,515",47,"       1,722",32,         417,8,"       5,383",96,     505.4,          41.2,"       3,327"
Newton,02070000,SCI,"       1,053",65,         261,16,         792,49,         464,28,         115,7,"       1,632",93,     507.2,,
Norfolk,02080000,ELA,         314,62,          55,11,         259,51,         178,35,          18,4,         510,98,     505.5,          39.2,         245
Norfolk,02080000,MATH,         273,54,          38,7,         235,46,         210,41,          26,5,         509,98,     502.2,          39.8,         244
Norfolk,02080000,SCI,          82,57,          11,8,          71,49,          54,38,           8,6,         144,99,     503.9,,
North Adams,02090000,ELA,         149,28,          16,3,         133,25,         246,46,         142,26,         537,95,     486.1,          25.4,         319
North Adams,02090000,MATH,          77,14,           6,1,          71,13,         262,49,         198,37,         537,94,     477.5,          23.0,         320
North Adams,02090000,SCI,          33,22,           4,3,          29,20,          68,46,          46,31,         147,89,     483.2,,
North Andover,02110000,ELA,"       1,105",53,         187,9,         918,44,         770,37,         218,10,"       2,093",98,     501.1,          37.0,"       1,316"
North Andover,02110000,MATH,         921,44,         125,6,         796,38,         941,45,         229,11,"       2,091",98,     497.2,          31.0,"       1,313"
North Andover,02110000,SCI,         302,47,          38,6,         264,41,         277,43,          69,11,         648,97,     497.9,,
North Attleborough,02120000,ELA,"       1,115",58,         189,10,         926,48,         674,35,         135,7,"       1,924",99,     503.5,          39.1,"       1,220"
North Attleborough,02120000,MATH,         832,43,          94,5,         738,38,         871,45,         220,11,"       1,923",99,     496.2,          31.3,"       1,218"
North Attleborough,02120000,SCI,         399,58,          88,13,         311,45,         233,34,          52,8,         684,99,     504.7,,
North Brookfield,02150000,ELA,          78,34,           7,3,          71,31,          98,43,          54,23,         230,94,     487.8,          28.5,         135
North Brookfield,02150000,MATH,          45,20,           1,0,          44,19,         123,54,          61,27,         229,93,     482.0,          22.4,         132
North Brookfield,02150000,SCI,          21,31,           2,3,          19,28,          32,48,          14,21,          67,94,     488.4,,
North Middlesex,07350000,ELA,         734,52,         116,8,         618,44,         533,38,         151,11,"       1,418",98,     500.1,          38.1,         908
North Middlesex,07350000,MATH,         465,33,          28,2,         437,31,         702,50,         250,18,"       1,417",98,     490.1,          27.3,         909
North Middlesex,07350000,SCI,         205,45,          28,6,         177,39,         200,44,          51,11,         456,98,     497.1,,
North Reading,02170000,ELA,         761,70,         194,18,         567,52,         286,26,          46,4,"       1,093",99,     510.4,          43.6,         705
North Reading,02170000,MATH,         664,61,         105,10,         559,51,         379,35,          47,4,"       1,090",99,     504.6,          36.5,         703
North Reading,02170000,SCI,         283,76,          94,25,         189,51,          76,20,          13,3,         372,99,     514.8,,
Northampton,02100000,ELA,         433,48,          57,6,         376,42,         322,36,         151,17,         906,78,     496.2,          28.3,         487
Northampton,02100000,MATH,         266,29,          18,2,         248,27,         433,48,         210,23,         909,78,     487.4,          23.9,         490
Northampton,02100000,SCI,         124,49,          16,6,         108,43,          92,37,          35,14,         251,76,     497.8,,
Northborough,02130000,ELA,         618,59,         101,10,         517,50,         355,34,          70,7,"       1,043",98,     504.1,          33.5,         657
Northborough,02130000,MATH,         526,50,         100,10,         426,41,         439,42,          78,7,"       1,043",98,     500.9,          33.6,         658
Northborough,02130000,SCI,         206,60,          50,15,         156,46,         119,35,          16,5,         341,97,     506.1,,
Northbridge,02140000,ELA,         375,41,          35,4,         340,37,         388,42,         160,17,         923,98,     493.3,          33.8,         605
